40.466; 1000.69
40.501; 1000.69
40.546; 1000.70
40.556; 1000.69
40.566; 1000.70
40.571; 1000.71
40.556; 1000.69
40.556; 1000.69
40.576; 1000.69
40.606; 1000.71
40.626; 1000.68
40.635; 1000.70
40.621; 1000.68
40.606; 1000.68
40.640; 1000.71
40.715; 1000.68
40.760; 1000.69
40.785; 1000.70
40.815; 1000.69
40.824; 1000.71
40.824; 1000.68
40.819; 1000.70
40.854; 1000.70
40.929; 1000.70
40.999; 1000.69
41.053; 1000.72
41.133; 1000.70
41.197; 1000.72
41.227; 1000.71
41.242; 1000.73
41.277; 1000.73
41.277; 1000.73
41.292; 1000.75
41.332; 1000.75
41.406; 1000.73
41.471; 1000.71
41.531; 1000.72
41.595; 1000.74
41.665; 1000.73
41.695; 1000.75
41.690; 1000.74
41.655; 1000.74
41.680; 1000.75
41.734; 1000.75
41.794; 1000.76
41.854; 1000.74
41.884; 1000.78
41.913; 1000.77
41.973; 1000.75
41.978; 1000.73
41.968; 1000.74
42.008; 1000.75
42.058; 1000.74
42.097; 1000.75
42.152; 1000.74
42.207; 1000.74
42.227; 1000.75
42.217; 1000.73
42.202; 1000.76
42.182; 1000.76
42.157; 1000.78
42.172; 1000.77
42.192; 1000.75
42.232; 1000.75
42.296; 1000.77
42.286; 1000.73
42.321; 1000.75
42.401; 1000.73
42.416; 1000.75
42.440; 1000.76
42.455; 1000.76
42.495; 1000.74
42.545; 1000.75
42.600; 1000.75
42.604; 1000.76
42.590; 1000.77
42.555; 1000.74
42.550; 1000.76
42.530; 1000.76
42.520; 1000.74
42.555; 1000.77
42.619; 1000.76
42.674; 1000.76
42.694; 1000.78
42.724; 1000.77
42.759; 1000.80
42.764; 1000.78
42.773; 1000.79
42.818; 1000.78
42.878; 1000.78
42.962; 1000.77
43.012; 1000.76
43.047; 1000.76
43.126; 1000.77
43.196; 1000.76
43.251; 1000.76
43.290; 1000.77
43.360; 1000.76
43.430; 1000.76
43.489; 1000.76
43.539; 1000.75
43.579; 1000.76
43.599; 1000.76
43.589; 1000.74
43.559; 1000.76
43.544; 1000.76
43.559; 1000.78
43.609; 1000.77
43.663; 1000.77
43.733; 1000.79
43.782; 1000.79
43.822; 1000.76
43.837; 1000.79
43.862; 1000.79
43.877; 1000.79
43.907; 1000.81
43.956; 1000.83
44.011; 1000.80
44.056; 1000.84
44.081; 1000.82
44.110; 1000.81
44.145; 1000.83
44.180; 1000.83
44.195; 1000.82
44.180; 1000.83
44.165; 1000.83
44.165; 1000.83
44.195; 1000.82
44.235; 1000.83
44.269; 1000.85
44.294; 1000.83
44.329; 1000.83
44.344; 1000.82
44.354; 1000.81
44.374; 1000.81
44.394; 1000.82
44.428; 1000.84
44.448; 1000.81
44.453; 1000.82
44.448; 1000.81
44.394; 1000.84
44.349; 1000.83
44.299; 1000.84
44.274; 1000.86
44.309; 1000.86
44.364; 1000.85
44.399; 1000.85
44.428; 1000.84
44.443; 1000.86
44.433; 1000.85
44.384; 1000.86
44.349; 1000.86
44.359; 1000.85
44.389; 1000.84
44.438; 1000.83
44.483; 1000.84
44.523; 1000.84
44.558; 1000.84
44.617; 1000.85
44.672; 1000.84
44.712; 1000.85
44.702; 1000.86
44.717; 1000.86
44.761; 1000.84
44.796; 1000.86
44.786; 1000.85
44.806; 1000.85
44.811; 1000.86
44.786; 1000.85
44.756; 1000.86
44.707; 1000.84